image,text,text_someone,names,context
1048_Gran_Torino_00.59.36.272-00.59.40.672/0009.jpg,An elder Hmong man and a young girl approach Walt as he seats on his front steps.,An elder Hmong man and a young girl approach Someone as he seats on his front steps.,Walt,"Walt smokes another cigarette,
as Thao digs the stump out in the rain.
Exhausted, Thao seats down by the stump."
1048_Gran_Torino_00.59.58.155-01.00.00.582/0006.jpg,The old man and his granddaughter go.,The old man and his granddaughter go.,,"as Thao digs the stump out in the rain.
Exhausted, Thao seats down by the stump.
An elder Hmong man and a young girl approach Walt as he seats on his front steps."
1048_Gran_Torino_01.00.00.845-01.00.03.491/0007.jpg,"Smiling, Walt turns to Daisy.","Smiling, Someone turns to Someone.","Walt
Daisy","Exhausted, Thao seats down by the stump.
An elder Hmong man and a young girl approach Walt as he seats on his front steps.
The old man and his granddaughter go."
1048_Gran_Torino_01.00.18.269-01.00.22.427/0005.jpg,Blood into the sink.,Blood into the sink.,,"Smiling, Walt turns to Daisy.
Rubbing his blistered hand together, a grinning Thao walks up Walt's front steps.
Walt is in his bathroom."
1048_Gran_Torino_01.00.22.562-01.00.28.312/0001.jpg,Walt is in his bathroom and regards himself in the mirror.,Someone is in his bathroom and regards himself in the mirror.,Walt,"Rubbing his blistered hand together, a grinning Thao walks up Walt's front steps.
Walt is in his bathroom.
He spits blood in to the sink,"
1048_Gran_Torino_01.01.01.000-01.01.06.418/0007.jpg,Thao wanders down off the porch.,Someone wanders down off the porch.,Thao,"Thao's smile fades and he turns to go.
He turns back and Walt's face softens a bit.
Walt disappears inside and shuts the door."
1048_Gran_Torino_01.01.06.466-01.01.07.636/0010.jpg,Walt sits in a doctor's waiting room. He looks at the Indian woman sitting beside him.,Someone sits in a doctor's waiting room. He looks at the Indian woman sitting beside him.,Walt,"He turns back and Walt's face softens a bit.
Walt disappears inside and shuts the door.
Thao wanders down off the porch."
1048_Gran_Torino_01.01.12.752-01.01.22.820/0009.jpg,An Indian man and a black woman sit.,An Indian man and a black woman sit.,,"Thao wanders down off the porch.
Walt sits in a doctor's waiting room.
He glances round at the other patients."
1048_Gran_Torino_01.01.24.272-01.01.26.158/0009.jpg,A Muslim nurse wearing a headscarf.,A Muslim nurse wearing a headscarf.,,"Walt sits in a doctor's waiting room.
He glances round at the other patients.
An Indian woman sits beside him and an Indian man and a black woman sit opposite him."
1048_Gran_Torino_01.01.28.700-01.01.31.445/0007.jpg,Walt frowns.,Someone frowns.,Walt,"He glances round at the other patients.
An Indian woman sits beside him and an Indian man and a black woman sit opposite him.
A Muslim nurse appears wearing a headscarf."
1048_Gran_Torino_01.01.39.950-01.01.44.200/0007.jpg,A female Oriental doctor checks his notes.,A female Oriental doctor checks his notes.,,"A Muslim nurse appears wearing a headscarf.
Walt frowns.
Irritated, Walt gets up."
1048_Gran_Torino_01.02.19.006-01.02.20.805/0006.jpg,Karen hands him the phone.,Someone hands him the phone.,Karen,"Walt frowns.
Irritated, Walt gets up.
A female Oriental doctor checks his notes."
1048_Gran_Torino_01.03.22.510-01.03.27.697/0007.jpg,He looks troubled.,He looks troubled.,,"A female Oriental doctor checks his notes.
Karen hands him the phone.
Reluctantly, Mitch answers it."
1048_Gran_Torino_01.03.27.797-01.03.31.092/0006.jpg,Walt stares with a frown.,Someone stares with a frown.,Walt,"Karen hands him the phone.
Reluctantly, Mitch answers it.
As Mitch hangs up, he looks troubled."
1048_Gran_Torino_01.03.31.093-01.03.36.829/0003.jpg,Some hospital admission forms and test results.,Some hospital admission forms and test results.,,"Reluctantly, Mitch answers it.
As Mitch hangs up, he looks troubled.
Walt stares into the distance with a frown."
1048_Gran_Torino_01.03.39.994-01.03.45.703/0011.jpg,Thao carries a bundle of garden waste.,Someone carries a bundle of garden waste.,Thao,"As Mitch hangs up, he looks troubled.
Walt stares into the distance with a frown.
He looks down at some hospital admission forms and test results."
1048_Gran_Torino_01.03.45.714-01.03.49.166/0006.jpg,Walt watches from his porch Thao carrying a bundle of garden waste.,Someone watches from his porch Someone carrying a bundle of garden waste.,"Walt
Thao","Walt stares into the distance with a frown.
He looks down at some hospital admission forms and test results.
Day, Thao carries a bundle of garden waste out to the front of his house."
1048_Gran_Torino_01.03.57.568-01.04.01.202/0008.jpg,"On his porch, Walt lights a cigarette.","On his porch, Someone lights a cigarette.",Walt,"Day, Thao carries a bundle of garden waste out to the front of his house.
Walt watches from his porch as Spider's car comes slowly down the street.
Thao sees it and goes back into the garden."
1048_Gran_Torino_01.04.13.494-01.04.14.600/0006.jpg,Smokie gives the finger.,Someone gives the finger.,Smokie,"Thao sees it and goes back into the garden.
Walt lights a cigarette, as the modified Honda cruises slowly by.
Smokie stares out of the car, and Walt mimes shooting him."
1048_Gran_Torino_01.04.17.783-01.04.22.075/0005.jpg,Thao watches.,Someone watches.,Thao,"Walt lights a cigarette, as the modified Honda cruises slowly by.
Smokie stares out of the car, and Walt mimes shooting him.
Smokie responds by giving him the finger."
1048_Gran_Torino_01.04.22.275-01.04.25.550/0006.jpg,Walt opens his front door to Thao.,Someone opens his front door to Someone.,"Walt
Thao","Smokie stares out of the car, and Walt mimes shooting him.
Smokie responds by giving him the finger.
Thao watches the exchange of gestures."
1048_Gran_Torino_01.04.30.973-01.04.34.727/0007.jpg,Walt's working under the sink in Thao's kitchen.,Someone's working under the sink in Someone's kitchen.,"Walt
Thao","Smokie responds by giving him the finger.
Thao watches the exchange of gestures.
Later Walt opens his front door to Thao."
1048_Gran_Torino_01.06.20.954-01.06.26.224/0005.jpg,Walt works with Thao.,Someone works with Someone.,"Walt
Thao","The ceiling fan gyrates unsteadily.
In his garage, Walt works on the fan with Thao.
Thao folds his arms."
1048_Gran_Torino_01.07.16.366-01.07.20.191/0010.jpg,The green V8 muscle car.,The green V8 muscle car.,,"Walt doubles up.
Thao sees he's coughed up blood.
Thao nods at the Gran Torino."
1048_Gran_Torino_01.07.25.375-01.07.28.285/0010.jpg,Walt grins.,Someone grins.,Walt,"Thao nods at the Gran Torino.
Walt follows his gaze to the green V8 muscle car.
Thao nods."
1048_Gran_Torino_01.07.29.677-01.07.36.556/0007.jpg,Walt is moving an old freezer up the stairs.,Someone is moving an old freezer up the stairs.,Walt,"Walt follows his gaze to the green V8 muscle car.
Thao nods.
Walt grins."
1048_Gran_Torino_01.07.55.766-01.08.02.902/0007.jpg,They go down to Walt's basement.,They go down to Someone's basement.,Walt,"He attempts to get it up the stairs, but finds it hard going.
He tugs away, then gives it up as a bad job.
Thao opens his door to Walt."
1048_Gran_Torino_01.08.51.960-01.08.54.030/0005.jpg,Thao rubs his neck.,Someone rubs his neck.,Thao,"They go down to Walt's basement.
They heave the freezer up the steps.
They get it outside."
1048_Gran_Torino_01.10.14.150-01.10.17.910/0006.jpg,"Sue and Walt on the porch, as Thao washes the Gran Torino on the drive.","People on the porch, as Someone washes the Gran Torino on the drive.","Sue and Walt
Thao","They get it outside.
Thao rubs his neck.
Sue finds Walt on his back porch, as Thao washes the Gran Torino on the drive."
1048_Gran_Torino_01.10.41.252-01.10.43.485/0006.jpg,Thao washes the Gran Torino on the drive.,Someone washes the Gran Torino on the drive.,Thao,"Sue finds Walt on his back porch, as Thao washes the Gran Torino on the drive.
She shrugs, then glances at Thao.
She goes to get one."
1048_Gran_Torino_01.10.43.815-01.10.50.194/0009.jpg,He watches Thao working in the garden.,He watches Someone working in the garden.,Thao,"She shrugs, then glances at Thao.
She goes to get one.
Walt looks over at Thao."
1048_Gran_Torino_01.10.56.147-01.11.00.894/0007.jpg,Walt gets a cigarette.,Someone gets a cigarette.,Walt,"She goes to get one.
Walt looks over at Thao.
Later, he watches Thao working in the garden."
1048_Gran_Torino_01.11.06.328-01.11.09.242/0012.jpg,Walt lights a cigarette.,Someone lights a cigarette.,Walt,"Walt looks over at Thao.
Later, he watches Thao working in the garden.
Walt gets a cigarette."
1048_Gran_Torino_01.13.07.682-01.13.11.429/0010.jpg,Thao gets out of the pickup truck.,Someone gets out of the pickup truck.,Thao,"Later, he watches Thao working in the garden.
Walt gets a cigarette.
The lighter."
1048_Gran_Torino_01.13.20.478-01.13.26.641/0007.jpg,They go in the barber shop.,They go in the barber shop.,,"Walt gets a cigarette.
The lighter.
Thao and Walt get out of his pickup truck."
1048_Gran_Torino_01.14.20.079-01.14.22.361/0005.jpg,Thao in the barber shop. Martin has a gun.,Someone in the barber shop. Someone has a gun.,"Thao
Martin","They go in the barber shop.
Thao goes out,
and comes straight back in."
1048_Gran_Torino_01.16.01.361-01.16.06.335/0007.jpg,Thao comes in.,Someone comes in.,Thao,"and comes straight back in.
A gun.
Martin takes a seat."
1048_Gran_Torino_01.16.28.905-01.16.36.798/0010.jpg,Walt's old white Ford pickup drives up to a building site.,Someone's old white Ford pickup drives up to a building site.,Walt,"A gun.
Martin takes a seat.
Thao comes back in."
1048_Gran_Torino_01.16.37.171-01.16.39.999/0007.jpg,"Walt and Thao in Walt's old white pickup, at a building site.","People in Someone's old white pickup, at a building site.","Walt and Thao
Walt","Martin takes a seat.
Thao comes back in.
Walt and Thao drive up to a building site in Walt's old white Ford pickup."
1048_Gran_Torino_01.18.45.511-01.18.50.615/0006.jpg,They leave Tim's portacabin.,They leave Someone's portacabin.,Tim,"Walt and Thao drive up to a building site in Walt's old white Ford pickup.
They park up.
Work gloves."
1048_Gran_Torino_01.18.50.792-01.18.53.486/0007.jpg,Tim sits at his desk.,Someone sits at his desk.,Tim,"They park up.
Work gloves.
They leave Tim's portacabin,"
1048_Gran_Torino_01.18.55.384-01.19.00.063/0011.jpg,Walt's pickup truck outsite C.M. Young Hardware and Lumber Store.,Someone's pickup truck outsite C.M. Young Hardware and Lumber Store.,Walt,"Work gloves.
They leave Tim's portacabin,
and Tim sits back down at his desk."
1048_Gran_Torino_01.19.00.615-01.19.06.355/0010.jpg,Walt's pickup truck outsite C.M. Young Hardware and Lumber Store. Walt and Thao get out.,Someone's pickup truck outsite C.M. Young Hardware and Lumber Store. People get out.,"Walt
Walt and Thao","They leave Tim's portacabin,
and Tim sits back down at his desk.
Walt's pickup truck pulls up outside C.M. Young Hardware and Lumber Store."
1048_Gran_Torino_01.19.12.083-01.19.17.295/0007.jpg,They go inside.,They go inside.,,"and Tim sits back down at his desk.
Walt's pickup truck pulls up outside C.M. Young Hardware and Lumber Store.
Walt and Thao get out."
1048_Gran_Torino_01.19.18.022-01.19.23.623/0004.jpg,Walt and Thao in the hardware and lumber store.,People in the hardware and lumber store.,Walt and Thao,"Walt's pickup truck pulls up outside C.M. Young Hardware and Lumber Store.
Walt and Thao get out.
They go inside and look around."
1048_Gran_Torino_01.19.23.956-01.19.25.139/0006.jpg,Walt takes a tape measure from the shelf.,Someone takes a tape measure from the shelf.,Walt,"Walt and Thao get out.
They go inside and look around.
Walt makes his way over to a shelf, which has what he's looking for."
1048_Gran_Torino_01.19.27.066-01.19.28.359/0001.jpg,Walt takes a tool bag from the shelf.,Someone takes a tool bag from the shelf.,Walt,"They go inside and look around.
Walt makes his way over to a shelf, which has what he's looking for.
A tape measure."
1048_Gran_Torino_01.19.57.306-01.20.00.024/0007.jpg,Walt and Thao shake hands.,People shake hands.,Walt and Thao,"Walt makes his way over to a shelf, which has what he's looking for.
A tape measure.
A tool bag."
1048_Gran_Torino_01.20.04.846-01.20.18.639/0001.jpg,"Carrying his stuff, Thao gets off a bus.","Carrying his stuff, Someone gets off a bus.",Thao,"A tool bag.
Walt holds his hand out and Thao shakes it.
As they head off, Walt winces slightly."
1048_Gran_Torino_01.20.19.095-01.20.24.737/0008.jpg,Thao trots along a back alley. Spider's Honda comes the other way.,Someone trots along a back alley. Someone's Honda comes the other way.,"Thao
Spider","Walt holds his hand out and Thao shakes it.
As they head off, Walt winces slightly.
Carrying his new stuff, Thao gets off a bus and jogs down a back alley heading home."
1048_Gran_Torino_01.20.25.709-01.20.34.858/0012.jpg,Spider and his four cronies get out.,Someone and his four cronies get out.,Spider,"As they head off, Walt winces slightly.
Carrying his new stuff, Thao gets off a bus and jogs down a back alley heading home.
As he trots along, he sees Spider's Honda coming the other way."
1048_Gran_Torino_01.21.30.422-01.21.35.580/0004.jpg,Smokie stubs a cigarette out on Thao's cheek.,Someone stubs a cigarette out on Someone's cheek.,"Smokie
Thao","Carrying his new stuff, Thao gets off a bus and jogs down a back alley heading home.
As he trots along, he sees Spider's Honda coming the other way.
The car pulls up, and Spider and his four cronies get out."
1048_Gran_Torino_01.21.51.580-01.21.53.713/0007.jpg,Walt grabs his arm.,Someone grabs his arm.,Walt,"The car pulls up, and Spider and his four cronies get out.
Smokie stubs a cigarette out on Thao's cheek.
Thao meets Walt near the house."
